abetìnö<-vocal.7.b--abitìnö<-vocal.5.a--abitìnu<-degem.6--abbitìnu,afer.1 leniz.5 vocal.10
tiradìna<-leniz.5--tiratìna,vocal.10 vocal.7.b
tiràda<-leniz.5--tiràta,vocal.7.b
tiràgiö<-vocal.5.a--tiràgiu<-degem.9--tiràggiu,vocal.7.b
tirànta,vocal.7.b
tiràntë<-vocal.2.a--tirànti,vocal.7.b
tirè<-palat.5--tiràri,vocal.7.b
tizzö̀n<-leniz.14--tizzùni,vocal.7.b
tizzè<-palat.5--tizzàri,vocal.7.b
tièdenö<-vocal.12--tièdanö<-vocal.5.a--tièdanu<-leniz.5--tiètanu<-ditt.1.b--tètanu,
tièdiö<-vocal.5.a--tièdiu<-ditt.1.b--tèdiu<-degem.3--tèddiu,
tièsciö<-inf.3.b.1--tièsciri<-ditt.1.b--tèsciri,
tö̀fö<-vocal.5.c--tùfö<-vocal.5.a--tùfu,
tö̀ma<-vocal.5.c--tùma,
tö̀mböla<-vocal.5.c--tùmböla<-vocal.5.a--tùmbula<-dissim.1--tùmmula,leniz.12
tö̀mbölö<-vocal.5.c--tùmbölö<-vocal.5.a--tùmbulu<-dissim.1--tùmmulu,leniz.12
tö̀mö<-vocal.5.c--tùmö<-vocal.5.a--tùmu<-degem.16--tùmmu,
tö̀ndö<-vocal.5.c--tùndö<-inf.3.a--tùndiri<-dissim.2--tùnniri,
tö̀pö<-vocal.5.c--tùpö<-vocal.5.a--tùpu<-degem.5--tùppu,
tö̀rrö<-vocal.13--tö̀rri<-vocal.5.c--tùrri,
tö̀ssö<-vocal.13--tö̀ssi<-vocal.5.c--tùssi,
trabughjèssë<-palat.6--trabughjàrisi<-deretr.1--ṭṛabughjàrisi<-degem.9--ṭṛabugghjàrisi<-degem.6--ṭṛabbugghjàrisi,vocal.11
trabùghjö<-vocal.5.a--trabùghju<-deretr.1--ṭṛabùghju<-degem.9--ṭṛabùgghju<-degem.6--ṭṛabbùgghju,vocal.5.c
trachìgiö<-vocal.5.a--trachìgiu<-deretr.1--ṭṛachìgiu<-degem.9--ṭṛachìggiu<-degem.7--ṭṛacchìggiu,vocal.10
traditö̀ra<-vocal.5.c--traditùra<-deretr.1--ṭṛaditùra,leniz.5 vocal.7.b
traditö̀rë<-vocal.5.c--traditùrë<-vocal.2.a--traditùri<-deretr.1--ṭṛaditùri,leniz.5 vocal.7.b vocal.13
tradìsciö<-inf.4--tradìri<-deretr.1--ṭṛadìri,vocal.10
trafeghè<-vocal.7.b--trafighè<-palat.3--trafigàri<-leniz.1--traficàri<-deretr.1--ṭṛaficàri,
trafeghïè<-vocal.7.b--trafighïè<-palat.10--trafighïàri<-leniz.19.h--trafichïàri<-deretr.1--ṭṛafichïàri,
trafegö̀n<-vocal.7.b--trafigö̀n<-leniz.14--trafigùni<-leniz.1--traficùni<-deretr.1--ṭṛaficùni,
trafòrö<-vocal.5.a--trafòru<-deretr.1--ṭṛafòru,ditt.2.b
tragièdia<-ditt.1.b--tragèdia<-deretr.1--ṭṛagèdia<-degem.9--ṭṛaggèdia,
tramenzïè<-vocal.7.b--traminzïè<-palat.10--traminzïàri<-deretr.1--ṭṛaminzïàri,
tramöntàna<-vocal.5.a--tramuntàna<-deretr.1--ṭṛamuntàna,
trangölïè<-vocal.5.a--trangulïè<-palat.10--trangulïàri<-deretr.1--ṭṛangulïàri,leniz.12
trantölö̀n<-vocal.5.a--trantulö̀n<-leniz.14--trantulùni<-deretr.1--ṭṛantulùni,leniz.12
trantölïè<-vocal.5.a--trantulïè<-palat.10--trantulïàri<-deretr.1--ṭṛantulïàri,leniz.12
trapanè<-palat.5--trapanàri<-deretr.1--ṭṛapanàri,leniz.3
trapàssö<-vocal.5.a--trapàssu<-deretr.1--ṭṛapàssu,leniz.3
trascurànza<-deretr.1--ṭṛascurànza,vocal.11
trascurè<-palat.5--trascuràri<-deretr.1--ṭṛascuràri,vocal.11
trasùda<-leniz.5--trasùta<-deretr.1--ṭṛasùta,vocal.5.c
tratenì<-vocal.7.b--tratinì<-inf.2--tratinìri<-deretr.1--ṭṛatinìri<-degem.2--ṭṛattinìri,
tratè<-palat.5--tratàri<-deretr.1--ṭṛatàri<-degem.2--ṭṛattàri,
tratörìa<-vocal.5.a--traturìa<-deretr.1--ṭṛaturìa<-degem.2--ṭṛatturìa,vocal.10
travaghjè<-palat.5--travaghjàri<-deretr.1--ṭṛavaghjàri<-degem.9--ṭṛavagghjàri,
travàghjö<-vocal.5.a--travàghju<-deretr.1--ṭṛavàghju<-degem.9--ṭṛavàgghju,
trazzièra<-deretr.1--ṭṛazzièra,
tredecìna<-vocal.7.b--tridicìna<-deretr.1--ṭṛidicìna,assib.7 vocal.10
tremenìa<-vocal.7.b--triminìa<-deretr.1--ṭṛiminìa,vocal.10
tremuòia<-ditt.2.b--tremòia,
tremè<-vocal.7.b--trimè<-palat.5--trimàri<-deretr.1--ṭṛimàri,
tremölìzziö<-vocal.5.a--tremulìzziu<-deretr.1--ṭṛemulìzziu,leniz.12 vocal.10
tremölìzzö<-vocal.5.a--tremulìzzu<-deretr.1--ṭṛemulìzzu,leniz.12 vocal.10
trencö̀n<-vocal.8.a--truncö̀n<-leniz.14--truncùni<-deretr.1--ṭṛuncùni,
trencètö<-vocal.7.b--trincètö<-vocal.5.a--trincètu<-deretr.1--ṭṛincètu<-degem.2--ṭṛincèttu,assib.9 ditt.1.b
trentë̀na<-vocal.10--trentìna<-deretr.1--ṭṛentìna,
trepecìa<-vocal.8.a--trupecìa<-vocal.7.b--trupicìa<-deretr.1--ṭṛupicìa,assib.7 leniz.3 vocal.10
trepeddè<-vocal.7.b--tripiddè<-palat.5--tripiddàri<-deretr.1--ṭṛipiddàri<-degem.5--ṭṛippiddàri<-degem.4--ṭṛippiḍḍàri,
trepuòdenö<-vocal.7.b--tripuòdinö<-vocal.5.a--tripuòdinu<-ditt.2.b--tripòdinu<-deretr.1--ṭṛipòdinu,leniz.3
trepè<-vocal.7.b--tripè<-palat.5--tripàri<-deretr.1--ṭṛipàri<-degem.5--ṭṛippàri,
treschè<-vocal.7.b--trischè<-palat.1--triscàri<-deretr.1--ṭṛiscàri,
treschïè<-vocal.7.b--trischïè<-palat.10--trischïàri<-deretr.1--ṭṛischïàri,
trestìzzia<-vocal.7.b--tristìzzia<-deretr.1--ṭṛistìzzia,vocal.10
tresòrö<-vocal.7.b--trisòrö<-vocal.5.a--trisòru<-deretr.1--ṭṛisòru,ditt.2.b
trevölïè<-vocal.7.b--trivölïè<-vocal.5.a--trivulïè<-palat.10--trivulïàri<-deretr.1--ṭṛivulïàri,leniz.12
trezzö̀n<-vocal.7.b--trizzö̀n<-leniz.14--trizzùni<-deretr.1--ṭṛizzùni,
trezzïàda<-vocal.7.b--trizzïàda<-leniz.5--trizzïàta<-deretr.1--ṭṛizzïàta,
trezzïè<-vocal.7.b--trizzïè<-palat.10--trizzïàri<-deretr.1--ṭṛizzïàri,
trë̀spö<-vocal.5.a--trë̀spu<-vocal.10--trìspu<-deretr.1--ṭṛìspu,
trë̀zza<-vocal.10--trìzza<-deretr.1--ṭṛìzza,
tribölè<-vocal.5.a--tribulè<-deretr.1--ṭṛibulè<-degem.6--ṭṛibbulè,leniz.12 vocal.7.b
tribönàlë<-vocal.5.a--tribunàlë<-vocal.2.a--tribunàli<-deretr.1--ṭṛibunàli<-degem.6--ṭṛibbunàli,leniz.12 vocal.7.b vocal.13
tridènta<-deretr.1--ṭṛidènta,vocal.7.b
trö̀mba<-vocal.5.c--trùmba<-dissim.1--trùmma<-deretr.1--ṭṛùmma,
trö̀scia<-vocal.5.c--trùscia<-deretr.1--ṭṛùscia,
trö̀ssö<-vocal.5.c--trùssö<-vocal.5.a--trùssu<-deretr.1--ṭṛùssu,
trufè<-palat.5--trufàri<-deretr.1--ṭṛufàri<-degem.11--ṭṛuffàri,vocal.11
truòia<-ditt.2.b--tròia<-deretr.1--ṭṛòia,
tràfegö<-vocal.7.b--tràfigö<-vocal.5.a--tràfigu<-leniz.1--tràficu<-deretr.1--ṭṛàficu,
tràiö<-inf.3.a--tràiiri<-deretr.1--ṭṛàiiri,
tràntelö<-vocal.8.a--tràntulö<-vocal.5.a--tràntulu<-deretr.1--ṭṛàntulu,leniz.12
tràsö<-inf.3.a--tràsiri<-deretr.1--ṭṛàsiri,
tràta<-deretr.1--ṭṛàta,leniz.5
tràvö<-vocal.5.a--tràvu<-deretr.1--ṭṛàvu,
trèmöla<-vocal.5.a--trèmula<-deretr.1--ṭṛèmula,ditt.1.b leniz.12
trènta<-deretr.1--ṭṛènta,ditt.1.b
trènö<-vocal.5.a--trènu<-deretr.1--ṭṛènu,ditt.1.b
trìna<-deretr.1--ṭṛìna,vocal.10
trìstö<-vocal.5.a--trìstu<-deretr.1--ṭṛìstu,vocal.10
tròfa<-deretr.1--ṭṛòfa,ditt.2.b
trömbö̀n<-vocal.5.a--trumbö̀n<-leniz.14--trumbùni<-dissim.1--trummùni<-deretr.1--ṭṛummùni,
trönïè<-vocal.5.a--trunïè<-palat.10--trunïàri<-deretr.1--ṭṛunïàri,
trötè<-vocal.5.a--trutè<-palat.5--trutàri<-deretr.1--ṭṛutàri<-degem.2--ṭṛuttàri,
trövadùra<-vocal.5.a--truvadùra<-leniz.5--truvatùra<-deretr.1--ṭṛuvatùra,vocal.5.c
trövè<-vocal.5.a--truvè<-palat.5--truvàri<-deretr.1--ṭṛuvàri,
trùcö<-vocal.5.a--trùcu<-deretr.1--ṭṛùcu<-degem.7--ṭṛùccu,vocal.5.c
trùfa<-deretr.1--ṭṛùfa<-degem.11--ṭṛùffa,vocal.5.c
trùpa<-deretr.1--ṭṛùpa<-degem.5--ṭṛùppa,vocal.5.c
tubïö̀n<-leniz.14--tubïùni<-degem.6--tubbïùni,vocal.11
tudë̀scö<-vocal.5.a--tudë̀scu<-vocal.10--tudìscu,vocal.11
turrè<-palat.5--turràri<-degem.2--tturràri,vocal.11
tàbia<-degem.6--tàbbia,
tàcö<-vocal.5.a--tàcu<-degem.7--tàccu,
tàghja<-degem.9--tàgghja,
tàghjö<-vocal.5.a--tàghju<-degem.9--tàgghju,
tàlemö<-vocal.12--tàlamö<-vocal.5.a--tàlamu,
tàlë<-vocal.2.a--tàli,leniz.12 vocal.13
tàna,
tàpa<-degem.5--tàppa,
tàpö<-vocal.5.a--tàpu<-degem.5--tàppu,
tàrchja,
tàrterö<-vocal.12--tàrtarö<-vocal.5.a--tàrtaru,
tàscia,
tàssö<-vocal.5.a--tàssu,
tàvöla<-vocal.5.a--tàvula,leniz.12
tàzza,
tèmpela<-vocal.8.a--tèmpula,ditt.1.b leniz.12
tènchja,ditt.1.b
tèrnö<-vocal.5.a--tèrnu,ditt.1.b
tèrra,ditt.1.b
tèsta,ditt.1.b
tètö<-vocal.5.a--tètu<-degem.2--tèttu,ditt.1.b
tìfö<-vocal.5.a--tìfu,vocal.10
tìghja<-degem.9--tìgghja,vocal.10
tìgna,vocal.10
tìmpa,vocal.10
tìna,vocal.10
tìrö<-vocal.5.a--tìru,vocal.10
tòche<-vocal.8.b--tòcu<-degem.7--tòccu,ditt.2.b
tòmböla<-vocal.5.a--tòmbula,ditt.2.b leniz.12
tòpa<-degem.5--tòppa,ditt.2.b
tòrca,ditt.2.b
tòrchjö<-vocal.5.a--tòrchju,ditt.2.b
tòrnö<-vocal.5.a--tòrnu,ditt.2.b
tòrtö<-vocal.5.a--tòrtu,ditt.2.b
tòrzö<-inf.3.a--tòrziri<-assib.11--tòrciri,ditt.2.b
tòrö<-vocal.5.a--tòru,ditt.2.b
tòssegö<-vocal.7.b--tòssigö<-vocal.5.a--tòssigu<-leniz.1--tòssicu,ditt.2.b
tòzzö<-vocal.5.a--tòzzu,ditt.2.b
töchè<-vocal.5.a--tuchè<-degem.8--tuccàri,
tödö̀n<-vocal.5.a--tudö̀n<-leniz.14--tudùni,
tödönïè<-vocal.5.a--tudunïè<-palat.10--tudunïàri<-leniz.5--tutunïàri,
töfanìa<-vocal.5.a--tufanìa,vocal.10
tömbarèö<-vocal.5.a--tumbarèu<-degem.20--tumbarèḍḍu,ditt.1.b
tömbarïè<-vocal.5.a--tumbarïè<-palat.10--tumbarïàri,
tömbè<-vocal.5.a--tumbè<-palat.5--tumbàri,
tömbölïö̀n<-vocal.5.a--tumbulïö̀n<-leniz.14--tumbulïùni<-dissim.1--tummulïùni,leniz.12
tömbölïè<-vocal.5.a--tumbulïè<-palat.10--tumbulïàri,leniz.12
tömenàda<-vocal.8.a--tömunàda<-vocal.5.a--tumunàda<-leniz.5--tumunàta,
tömpelö̀n<-vocal.8.a--tömpulö̀n<-vocal.5.a--tumpulö̀n<-leniz.14--tumpulùni,leniz.12
tömpelàda<-vocal.8.a--tömpulàda<-vocal.5.a--tumpulàda<-leniz.5--tumpulàta,leniz.12
tömpelïè<-vocal.8.a--tömpulïè<-vocal.5.a--tumpulïè<-palat.10--tumpulïàri,leniz.12
tömpàgnö<-vocal.5.a--tumpàgnu,
tömàda<-vocal.5.a--tumàda<-leniz.5--tumàta,
tömàzzö<-vocal.5.a--tumàzzu,
tömönèddö<-vocal.5.a--tumunèddu<-degem.4--tumunèḍḍu<-degem.16--tummunèḍḍu,ditt.1.b degem.20
tönachìnö<-vocal.5.a--tunachìnu,leniz.1 vocal.10
töndïè<-vocal.5.a--tundïè<-palat.10--tundïàri,
töndùda<-vocal.5.a--tundùda<-leniz.5--tundùta,vocal.5.c
tönè<-vocal.5.a--tunè<-palat.5--tunàri,
töpelïè<-vocal.8.a--töpulïè<-vocal.5.a--tupulïè<-palat.10--tupulïàri<-degem.5--tuppulïàri,leniz.12
töpö̀n<-vocal.5.a--tupö̀n<-leniz.14--tupùni<-degem.5--tuppùni,
töpàntë<-vocal.5.a--tupàntë<-vocal.2.a--tupànti<-degem.5--tuppànti<-degem.2--ttuppànti<-afer.1--attuppànti,vocal.13
töpè<-vocal.5.a--tupè<-palat.5--tupàri<-degem.5--tuppàri<-degem.2--ttuppàri<-afer.1--attuppàri,
töpölïè<-vocal.5.a--tupulïè<-palat.10--tupulïàri<-degem.5--tuppulïàri,leniz.12
törnèö<-vocal.5.a--turnèu<-degem.20--turnèḍḍu,ditt.1.b
törtö̀n<-vocal.5.a--turtö̀n<-leniz.14--turtùni,
törtùra<-vocal.5.a--turtùra,vocal.5.c
töstë̀zza<-vocal.5.a--tustë̀zza<-vocal.10--tustìzza,
tövàghja<-vocal.5.a--tuvàghja<-degem.9--tuvàgghja,
tùbö<-vocal.5.a--tùbu<-degem.6--tùbbu,vocal.5.c
tùrcö<-vocal.5.a--tùrcu,vocal.5.c
umedità<-vocal.7.b--umidità,leniz.5 vocal.7.b vocal.11
umelïè<-vocal.7.b--umilïè<-palat.10--umilïàri,leniz.12 vocal.11
urtemè<-vocal.7.b--urtimè<-palat.5--urtimàri,vocal.11
urtè<-palat.5--urtàri,vocal.11
usuràriö<-vocal.5.a--usuràriu,vocal.11
usànza,vocal.11
usànzia,vocal.11
usè<-palat.5--usàri,vocal.11
usöfrùtö<-vocal.5.a--usufrùtu<-degem.2--usufrùttu,vocal.11 vocal.5.c
uvaspìna,vocal.10 vocal.11
uòghjö<-vocal.5.a--uòghju<-leniz.19.e--uòchju<-ditt.2.a--òchju<-degem.7--òcchju,
uòvö<-vocal.5.a--uòvu,
vaddö̀n<-leniz.14--vaddùni,
vaddàda<-leniz.5--vaddàta,
vagabö̀ndö<-vocal.5.c--vagabùndö<-vocal.5.a--vagabùndu<-degem.6--vagabbùndu,
vampè<-palat.5--vampàri<-degem.12--vvampàri,
vangièliö<-vocal.5.a--vangièliu<-ditt.1.b--vangèliu,assib.10 leniz.12
vangièlö<-vocal.5.a--vangièlu<-ditt.1.b--vangèlu,assib.10 leniz.12
vantagè<-palat.9--vantagiàri<-degem.9--vantaggiàri,
vantagèssë<-palat.8--vantagiàrisi<-degem.9--vantaggiàrisi<-degem.12--vvantaggiàrisi<-afer.1--avvantaggiàrisi,
vantàgiö<-vocal.5.a--vantàgiu<-degem.9--vantàggiu,
vantè<-palat.5--vantàri,
vanèdda<-degem.4--vanèḍḍa,ditt.1.b
vanìglia,vocal.10
vaparìa<-degem.5--vapparìa,vocal.10
vapö̀rë<-vocal.5.c--vapùrë<-vocal.2.a--vapùri,leniz.3 vocal.13
varcòcö<-vocal.5.a--varcòcu,ditt.2.b leniz.1
varè<-palat.5--varàri,
varèssë<-palat.8--variàrisi<-afer.1--avariàrisi,
vechjàina<-vocal.7.b--vichjàina<-degem.7--vicchjàina,leniz.19.e
vededdàzza<-vocal.7.b--vididdàzza<-leniz.5--vitiddàzza<-degem.4--vitiḍḍàzza,
vededdàzzö<-vocal.7.b--vididdàzzö<-vocal.5.a--vididdàzzu<-leniz.5--vitiddàzzu<-degem.4--vitiḍḍàzzu,
vedèdda<-vocal.7.b--vidèdda<-leniz.5--vitèdda<-degem.4--vitèḍḍa,ditt.1.b
vedèö<-vocal.7.b--vidèö<-vocal.5.a--vidèu<-leniz.5--vitèu<-degem.20--vitèḍḍu,ditt.1.b
vedùda<-vocal.7.b--vidùda<-leniz.5--vidùta,vocal.5.c
veghjàda<-vocal.7.b--vighjàda<-leniz.5--vighjàta<-degem.9--vigghjàta,
veghjè<-vocal.7.b--vighjè<-palat.5--vighjàri<-degem.9--vigghjàri,
vegnièrö<-vocal.9.a--vegnièri<-vocal.7.b--vignièri,
vegìlia<-vocal.7.b--vigìlia<-degem.9--viggìlia,leniz.12 vocal.10
veletö̀n<-vocal.7.b--vilitö̀n<-leniz.14--vilitùni<-degem.2--vilittùni,leniz.12
velènö<-vocal.7.b--vilènö<-vocal.5.a--vilènu,ditt.1.b leniz.12
velèta<-degem.2--velètta,ditt.1.b leniz.12
velùpö<-vocal.7.b--vilùpö<-vocal.5.a--vilùpu<-degem.5--vilùppu,leniz.12 vocal.5.c
velùte<-vocal.8.a--velùtu<-vocal.7.b--vilùtu<-degem.19.b--villùtu,vocal.5.c leniz.5
velùtö<-vocal.5.a--velùtu<-vocal.7.b--vilùtu<-degem.19.b--villùtu,vocal.5.c leniz.5
vendegnè<-vocal.7.b--vindignè<-palat.5--vindignàri,
vendë̀gna<-vocal.7.b--vindë̀gna<-vocal.10--vindìgna,
venecòtö<-vocal.7.b--vinicòtö<-vocal.5.a--vinicòtu<-degem.2--vinicòttu,ditt.2.b 
venecötàda<-vocal.7.b--vinicötàda<-vocal.5.a--vinicutàda<-leniz.5--vinicutàta<-degem.2--vinicuttàta,
ventö̀sa<-vocal.7.b--vintö̀sa<-vocal.5.c--vintùsa,
ventrë̀sca<-vocal.7.b--vintrë̀sca<-vocal.10--vintrìsca<-deretr.1--vinṭṛìsca,
ventàghjö<-vocal.5.a--ventàghju<-degem.9--ventàgghju,
ventìö<-vocal.7.b--vintìö<-vocal.5.a--vintìu,vocal.10
ventïè<-vocal.7.b--vintïè<-palat.10--vintïàri,
ventùra<-vocal.7.b--vintùra,vocal.5.c
venì<-vocal.7.b--vinì<-inf.2--vinìri,
venùda<-vocal.7.b--vinùda<-leniz.5--vinùta,vocal.5.c
verdùra<-vocal.7.b--virdùra,vocal.5.c
vergenità<-vocal.7.b--virginità,leniz.5 vocal.7.b
vergògna,ditt.2.b
vergögnèssë<-vocal.7.b--virgögnèssë<-vocal.5.a--virgugnèssë<-palat.6--virgugnàrisi,
verità,leniz.5 vocal.7.b
verrinö̀n<-vocal.7.b--virrinö̀n<-leniz.14--virrinùni,vocal.7.b
verrìna,vocal.10
versièriö<-vocal.7.b--virsièriö<-vocal.5.a--virsièriu,assib.1.a
versàna<-vocal.7.b--virsàna,
versè<-vocal.7.b--virsè<-palat.5--virsàri<-degem.12--vvirsàri<-afer.1--avvirsàri,
vertë̀ghjö<-vocal.7.b--virtë̀ghjö<-vocal.5.a--virtë̀ghju<-vocal.10--virtìghju<-degem.9--virtìgghju,
vertènzia<-vocal.7.b--virtènzia<-afer.1--avirtènzia,ditt.1.b
vertìsciö<-vocal.7.b--virtìsciö<-inf.4--virtìri<-degem.12--vvirtìri,vocal.10
vertù<-vocal.7.b--virtù,
verìn<-vocal.7.b--virìn<-leniz.16--virìnu,vocal.10
vesgendè<-vocal.7.b--visgendè<-palat.5--visgendàri<-dissim.2--visgennàri<-assib.6.a--vicinnàri,
vesginà<-vocal.7.b--visginà<-leniz.7--visginàtu<-assib.6.c--vicinàtu,vocal.7.b
vesginànza<-vocal.7.b--visginànza<-assib.6.c--vicinànza,vocal.7.b
vesginè<-vocal.7.b--visginè<-palat.5--visginàri<-degem.12--vvisginàri<-assib.6.c--vvicinàri,vocal.7.b
vesgìn<-vocal.7.b--visgìn<-leniz.16--visgìnu<-assib.7--vicìnu,vocal.10
vesgìna<-vocal.7.b--visgìna<-assib.7--vicìna,vocal.10
vesitè<-vocal.7.b--visitè<-palat.5--visitàri,assib.1.a leniz.5 vocal.7.b
vesièra<-vocal.7.b--visièra,assib.1.a
vestàghja<-vocal.7.b--vistàghja<-degem.9--vistàgghja,
vestìna<-vocal.7.b--vistìna,vocal.10
vestìtö<-vocal.5.a--vestìtu,leniz.5 vocal.10
vetrìna<-vocal.7.b--vitrìna<-deretr.1--viṭṛìna,vocal.10
vetrïàda<-vocal.7.b--vitrïàda<-leniz.5--vitrïàta<-deretr.1--viṭṛïàta,
vetòria<-vocal.7.b--vitòria<-degem.2--vittòria,ditt.2.b elim.1 leniz.5
vezzïè<-vocal.7.b--vizzïè<-palat.10--vizzïàri,
vë̀dö<-vocal.10--vìdö<-inf.3.a--vìdiri,
vë̀lö<-vocal.5.a--vë̀lu<-vocal.10--vìlu,leniz.12
vë̀na<-vocal.10--vìna,
vë̀ndeta<-vocal.7.b--vë̀ndita<-vocal.10--vìndita<-dissim.2--vìnnita,leniz.5
vë̀ndö<-vocal.10--vìndö<-inf.3.a--vìndiri,
vë̀ntö<-vocal.5.a--vë̀ntu<-vocal.10--vìntu,
vë̀nzeta<-vocal.7.b--vë̀nzita<-vocal.10--vìnzita<-assib.9--vìncita,leniz.5
vë̀nzö<-vocal.10--vìnzö<-inf.3.a--vìnziri<-assib.9--vìnciri,
vë̀rga<-vocal.10--vìrga,
viagè<-palat.9--viagiàri<-degem.9--viaggiàri,
viandàntë<-vocal.2.a--viandànti<-dissim.2--viannànti,vocal.13
viddàn<-leniz.13.b--viddànu<-degem.4--viḍḍànu,vocal.7.b
viddàna<-degem.4--viḍḍàna,vocal.7.b
vignalòtö<-vocal.5.a--vignalòtu<-degem.2--vignalòttu,ditt.2.b leniz.12 vocal.7.b
vignàö<-vocal.9.b--vignàli,vocal.7.b
vinazzàda,vocal.7.b
vintë̀na<-vocal.10--vintìna,vocal.7.b
vinàzza,vocal.7.b
vinàzzö<-vocal.5.a--vinàzzu,vocal.7.b
visalòcö<-vocal.5.a--visalòcu,ditt.2.b leniz.1 leniz.12 vocal.7.b
viscövà<-vocal.5.a--viscuvà<-leniz.7--viscuvàtu,vocal.7.b
viscövàtö<-vocal.5.a--viscuvàtu,leniz.5 vocal.7.b
visè<-palat.5--visàri<-afer.1--avisàri,vocal.7.b
viàgiö<-vocal.5.a--viàgiu<-degem.9--viàggiu,
vièghjö<-vocal.5.a--vièghju<-leniz.19.e--vièchju<-degem.7--viècchju,
vièstö<-inf.3.a--vièstiri<-ditt.1.b--vèstiri,
vomarìa<-degem.16--vommarìa<-afer.1--avommarìa,vocal.10
vö̀dö<-vocal.5.c--vùdö<-vocal.5.a--vùdu<-leniz.5--vùtu,
vàlö<-inf.3.a--vàliri,leniz.12
vàmpa,
vàntö<-vocal.5.a--vàntu,
vànzetö<-vocal.7.b--vànzitö<-vocal.5.a--vànzitu,leniz.5
vàpö<-vocal.5.a--vàpu<-degem.5--vàppu,
vàö<-degem.19--vàllö<-vocal.13--vàlli,
vècia<-degem.7--vèccia,ditt.1.b
vèlö<-vocal.5.a--vèlu,ditt.1.b leniz.12
vèna,ditt.1.b
vènerë<-vocal.7.b--vènirë<-vocal.2.a--vèniri,ditt.1.b vocal.13
vèrmë<-vocal.2.a--vèrmi,ditt.1.b vocal.13
vèrmö<-vocal.5.a--vèrmu,ditt.1.b
vèrrö<-vocal.5.a--vèrru,ditt.1.b
vèrsö<-vocal.5.a--vèrsu,ditt.1.b
vèspera<-vocal.7.b--vèspira,ditt.1.b
vèsperö<-vocal.7.b--vèspirö<-vocal.5.a--vèspiru,ditt.1.b
vèsprë<-vocal.2.a--vèspri,ditt.1.b leniz.20
vèsta,ditt.1.b
vìa,vocal.10
vìciö<-vocal.5.a--vìciu<-degem.7--vìcciu,vocal.10
vìda<-leniz.5--vìta,vocal.10
vìdöva<-vocal.5.a--vìduva,vocal.10
vìdövö<-vocal.5.a--vìduvu,vocal.10
vìgna,vocal.10
vìn<-leniz.16--vìnu,vocal.10
vìpera<-vocal.7.b--vìpira,leniz.3 vocal.10
vìscö<-vocal.5.a--vìscu,vocal.10
vìseta<-vocal.7.b--vìsita,assib.6.d leniz.5 vocal.10
vìsetö<-vocal.7.b--vìsitö<-vocal.5.a--vìsitu,assib.6.d leniz.5 vocal.10
vìsta,vocal.10
vìta,leniz.5 vocal.10
vìtrö<-vocal.5.a--vìtru<-deretr.1--vìṭṛu,vocal.10
vìvö<-inf.3.a--vìviri,vocal.10
vìzziö<-vocal.5.a--vìzziu,vocal.10
vïölìnö<-vocal.5.a--vïulìnu,leniz.12 leniz.16 vocal.10
vòmera<-vocal.7.b--vòmira,ditt.2.b
vòrta,ditt.2.b
vòtö<-vocal.5.a--vòtu,ditt.2.b leniz.5
vögölïö̀n<-vocal.5.a--vugulïö̀n<-leniz.14--vugulïùni<-leniz.1--vuculïùni,leniz.12
vögölïè<-vocal.5.a--vugulïè<-palat.10--vugulïàri<-leniz.1--vuculïàri,leniz.12
völë̀<-vocal.5.a--vulë̀<-inf.1--vulìri,leniz.12
völë̀rë<-vocal.5.a--vulë̀rë<-vocal.10--vulìrë<-vocal.2.a--vulìri,leniz.12 vocal.13
völàda<-vocal.5.a--vulàda<-leniz.5--vulàta,leniz.12
völè<-vocal.5.a--vulè<-palat.5--vulàri,leniz.12
vörpö̀n<-vocal.5.a--vurpö̀n<-leniz.14--vurpùni,
vösgiàda<-vocal.5.a--vusgiàda<-leniz.5--vusgiàta<-assib.6.c--vuciàta,
vösgïè<-vocal.5.a--vusgïè<-palat.10--vusgïàri<-assib.8--vucïàri,
vötè<-vocal.5.a--vutè<-palat.5--vutàri,leniz.5
zzacöràfa<-vocal.5.a--zzacuràfa,leniz.1
zzanè<-palat.5--zzanàri<-degem.17--zzannàri,
zzapalèö<-vocal.5.a--zzapalèu<-degem.5--zzappalèu,ditt.1.b leniz.12
zzapeddö̀n<-vocal.7.b--zzapiddö̀n<-leniz.14--zzapiddùni<-degem.5--zzappiddùni<-degem.4--zzappiḍḍùni,
zzapö̀n<-leniz.14--zzapùni<-degem.5--zzappùni,
zzapè<-palat.5--zzapàri<-degem.5--zzappàri,
zzapölïàda<-vocal.5.a--zzapulïàda<-leniz.5--zzapulïàta<-degem.5--zzappulïàta,leniz.12
zzapölïè<-vocal.5.a--zzapulïè<-palat.10--zzapulïàri<-degem.5--zzappulïàri,leniz.12 
zzapönàda<-vocal.5.a--zzapunàda<-degem.5--zzappunàda,
zzapönïè<-vocal.5.a--zzapunïè<-palat.10--zzapunïàri<-degem.5--zzappunïàri,
zzaùrdö<-vocal.5.a--zzaùrdu,vocal.5.c
zzechè<-vocal.7.b--zzichè<-degem.8--zziccàri<-afer.1--azziccàri,
zzeddë̀ta<-vocal.7.b--zziddë̀ta<-vocal.10--zziddìta<-degem.4--zziḍḍìta<-degem.2--zziḍḍìtta<-assib.12--ciḍḍìtta,
